site_id,latitude,longitude,description,feature_name,comid,country,origin_study_code,data_source,nearest_eq_distance_km,nearest_eq_id,nearest_eq_magnitude,nearest_eq_depth_km,nearest_eq_depth_category,nearest_eq_year,nearest_eq_place,proximity_category
TAP034,-24.308685,-48.409764,stream,Carmo,-9999.0,Brazil,TAP,PNNL_River_Sampling,337.36,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP035,-24.292889,-48.417722,stream,Água Comprida,-9999.0,Brazil,TAP,PNNL_River_Sampling,338.92,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP036,-24.316889,-48.421056,stream,Inferno,-9999.0,Brazil,TAP,PNNL_River_Sampling,337.92,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP037,-24.292306,-48.419222,stream,Unknown,-9999.0,Brazil,TAP,PNNL_River_Sampling,339.09,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP038,-24.271917,-48.424556,stream,Roda d'água,-9999.0,Brazil,TAP,PNNL_River_Sampling,340.68,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP039,-24.27225,-48.412722,stream,Córrego do Lago Nagro,-9999.0,Brazil,TAP,PNNL_River_Sampling,339.62,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP040,-24.276306,-48.417806,stream,Unknown,-9999.0,Brazil,TAP,PNNL_River_Sampling,339.84,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP041,-22.378441,-47.852495,stream,Passa Cinco,-9999.0,Brazil,TAP,PNNL_River_Sampling,447.12,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP042,-22.345383,-47.847523,stream,Passa Cinco,-9999.0,Brazil,TAP,PNNL_River_Sampling,449.96,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP043,-22.35907,-47.852166,stream,Unknown,-9999.0,Brazil,TAP,PNNL_River_Sampling,448.92,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP044,-22.376944,-47.779889,stream,Lapa,-9999.0,Brazil,TAP,PNNL_River_Sampling,443.32,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP045,-22.413771,-47.724598,stream,Passa Cinco,-9999.0,Brazil,TAP,PNNL_River_Sampling,436.86,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP046,-22.412911,-47.737106,stream,Unknown,-9999.0,Brazil,TAP,PNNL_River_Sampling,437.61,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP047,-22.389722,-47.744417,stream,Passa Cinco,-9999.0,Brazil,TAP,PNNL_River_Sampling,440.21,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP048,-22.399648,-47.841473,stream,Passa cinco,-9999.0,Brazil,TAP,PNNL_River_Sampling,444.52,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP049,-22.387902,-47.753654,stream,Unknown,-9999.0,Brazil,TAP,PNNL_River_Sampling,440.87,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP050,-22.353192,-47.797545,stream,Pirapetininga,-9999.0,Brazil,TAP,PNNL_River_Sampling,446.52,usp000g4kh,5.2,10.0,Shallow,2008.0,"211 km SSE of Guarujá, Brazil",Moderate (100-500 km)
TAP051,2.4942786,-72.6515439,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,119.95,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP052,2.4921528,-72.653197,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,119.88,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP053,2.48898761,-72.6533564,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,120.01,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP054,2.51769148,-72.641757,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,119.9,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP055,2.52055266,-72.6400509,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,119.95,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP056,2.52290333,-72.6387017,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,119.98,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP057,2.4943768,-72.6386154,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,121.25,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP058,2.57915033,-72.6012949,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,121.62,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP059,2.52165097,-72.6213212,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,121.82,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP060,2.50636374,-72.6374645,stream,Caño Agua Bonita,-9999.0,Colombia,TAP,PNNL_River_Sampling,120.83,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP061,2.5240469,-72.6925882,stream,Quebrada la María,-9999.0,Colombia,TAP,PNNL_River_Sampling,114.44,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP064,2.45187399,-72.6915608,stream,Caño trueno,-9999.0,Colombia,TAP,PNNL_River_Sampling,118.01,usp00040jq,5.0,32.9,Shallow,1989.0,"24 km SSE of Vistahermosa, Colombia",Moderate (100-500 km)
TAP090,-22.289324,-68.24421,stream,Rio Salado,-9999.0,Chile,TAP,PNNL_River_Sampling,8.73,usp000gd3v,5.2,118.3,Intermediate,2008.0,"64 km N of San Pedro de Atacama, Chile",Very Close (<100 km)
TAP091,-21.941452,-68.531856,stream,Rio San Pedro,-9999.0,Chile,TAP,PNNL_River_Sampling,5.46,us6000n003,5.0,106.413,Intermediate,2024.0,"72 km NE of Calama, Chile",Very Close (<100 km)
TAP092,-21.937202,-68.612611,stream,Rio Loa,-9999.0,Chile,TAP,PNNL_River_Sampling,2.01,us70005r9l,5.7,119.0,Intermediate,2019.0,"67 km NNE of Calama, Chile",Very Close (<100 km)
TAP093,-21.99474,-68.608991,stream,Rio Loa,-9999.0,Chile,TAP,PNNL_River_Sampling,2.62,iscgem856711,5.53,110.0,Intermediate,1965.0,"57 km NNE of Calama, Chile",Very Close (<100 km)
TAP094,-22.371226,-68.656091,stream,Rio Loa,-9999.0,Chile,TAP,PNNL_River_Sampling,7.09,usp00029ye,6.4,91.5,Intermediate,1984.0,"33 km E of Calama, Chile",Very Close (<100 km)
TAP095,-22.276662,-69.561638,stream,Rio Loa,-9999.0,Chile,TAP,PNNL_River_Sampling,17.13,usp0003a0m,5.3,43.8,Shallow,1987.0,"64 km E of Tocopilla, Chile",Very Close (<100 km)
TAP096,-22.396559,-69.527793,stream,Rio San Salvador,-9999.0,Chile,TAP,PNNL_River_Sampling,30.77,usp0003a0m,5.3,43.8,Shallow,1987.0,"64 km E of Tocopilla, Chile",Very Close (<100 km)
TAP097,-22.396845,-69.52847,stream,Rio Loa,-9999.0,Chile,TAP,PNNL_River_Sampling,30.79,usp0003a0m,5.3,43.8,Shallow,1987.0,"64 km E of Tocopilla, Chile",Very Close (<100 km)
TAY-RES,38.8183,-106.6086,stream,Taylor River below reservoir,1333490.0,United States,WROL,PNNL_River_Sampling,103.69,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Moderate (100-500 km)
TAY-TAY,38.8604,-106.567,stream,Taylor River at Taylor Park,1333022.0,United States,WROL,PNNL_River_Sampling,109.3,ushis2466,5.5,49.0,Shallow,1960.0,"15 km E of Colona, Colorado",Moderate (100-500 km)
TCL1,45.6656,-73.4644,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,128.32,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TCM1,45.7069,-73.4787,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,130.36,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TCM1.5,45.5894,-73.4973,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,120.79,ld2002042000,5.3,4.83,Shallow,2002.0,"8 km NNW of Au Sable Forks, New York",Moderate (100-500 km)
TCM2,45.7051,-73.4556,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,131.61,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TCM2.5,45.6758,-73.458,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,129.41,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TCM3,45.7038,-73.4447,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,132.17,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI01,44.2132,-76.5457,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,164.13,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI02,44.24024,-76.41803,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,153.85,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI03,44.2593,-76.3784,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,150.05,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI04,44.3034,-76.1969,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,135.18,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI05,44.3232,-76.1668,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,131.98,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI06,44.3244,-76.159,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,131.38,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
THI07,44.484,-75.8268,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,99.6,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Very Close (<100 km)
TRA1,45.9966,-73.1873,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,168.65,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TRA2,46.004,-73.175,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,169.91,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TRA3,45.9969,-73.1741,stream,St. Lawrence River,-9999.0,Canada,STL,PNNL_River_Sampling,169.42,iscgem899531,5.74,15.0,Shallow,1944.0,"8 km S of Cornwall, Canada",Moderate (100-500 km)
TRO-GAT,44.801195,-121.06603,stream,Trout Creek,23732545.0,United States,WROL,PNNL_River_Sampling,124.05,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Moderate (100-500 km)
U20,46.898642,-120.642233,stream,Umtanum Creek,24126427.0,United States,YRBT,PNNL_River_Sampling,70.77,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
U22,46.9079,-120.690378,stream,Umtanum Creek,24126443.0,United States,Unknown,PNNL_River_Sampling,68.46,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
W10,46.867453,-120.77439,stream,Wenas Creek,24126509.0,United States,YRBT,PNNL_River_Sampling,60.66,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
W20,46.832844,-120.710935,stream,Wenas Creek,24126487.0,United States,YRBT,PNNL_River_Sampling,62.33,uw10106318,5.0,2.136,Shallow,1981.0,"23 km ESE of Packwood, Washington",Very Close (<100 km)
WHY-SIS,44.287949,-121.544078,stream,Whychus Creek,23700305.0,United States,WROL,PNNL_River_Sampling,118.17,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Moderate (100-500 km)
WIL-COR,44.566361,-123.256806,stream,Willamette River at Corvallis,23762877.0,United States,WROL,PNNL_River_Sampling,73.14,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
WIL-GOS,43.9806,-122.9653,stream,Coast Fork Willamette River,23759228.0,United States,WROL,PNNL_River_Sampling,120.66,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Moderate (100-500 km)
WIL-HAR,44.2701246,-123.1748105,stream,Willamette River at Harrisburg,23763337.0,United States,WROL,PNNL_River_Sampling,96.22,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Very Close (<100 km)
WIL-JAS,43.9983,-122.905,stream,Middle Fork Willamette River,23751778.0,United States,WROL,PNNL_River_Sampling,117.7,uw10306313,5.6,19.608,Shallow,1993.0,"4 km E of Scotts Mills, Oregon",Moderate (100-500 km)
WIL-POR,45.5175,-122.6692,stream,Willamette River at Portland,23815040.0,United States,WROL,PNNL_River_Sampling,10.7,iscgem875624,5.16,15.0,Shallow,1962.0,"5 km E of Bridgeton, Oregon",Very Close (<100 km)
YDE21_001,77.94,14.27,groundwater spring,Vestre Grønfjordbreen proximal (VGFB1),-9999.0,Norway,YDE21,PNNL_River_Sampling,86.98,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_002,77.93,14.32,groundwater spring,Austre Grønfjordbreen proximal (AGFBp),-9999.0,Norway,YDE21,PNNL_River_Sampling,85.66,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_003,77.83,17.06,groundwater spring,Vallåkrabreen Groundwater Spring (GW1),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_004,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_005,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_006,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_007,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_008,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_009,77.83,17.06,groundwater spring,Vallåkrabreen Groundwater Station (GW2),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_01_SED,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_010,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_011,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_012,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_013,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_014,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_015,77.85,16.92,stream,Bjartfonna,-9999.0,Norway,YDE21,PNNL_River_Sampling,24.43,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_016,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_017,77.75,17.04,stream,Scheelebreen Main River,-9999.0,Norway,YDE21,PNNL_River_Sampling,21.46,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_018,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_019,77.83,17.1,stream,Cirque glacier on Majorfjellet,-9999.0,Norway,YDE21,PNNL_River_Sampling,19.82,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_02_SED,77.84,17.07,glacier,Vallåkrabreen Basal Sediment,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_020,77.83,17.13,stream,Lognbreen River at Glacier Margin,-9999.0,Norway,YDE21,PNNL_River_Sampling,19.13,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_021,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_022,77.85,17.1,cryoconite,VLR Cryoconite 1,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.37,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_023,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 1",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_024,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 2",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_025,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 3",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_026,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 4",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_027,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 5",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_028,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 6",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_029,77.84,17.07,stream,"Vallåkrabreen Up Stream Station, Diurnal Sample 7",-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_030,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_031,77.83,17.06,groundwater spring,GW Transect Sample 1 (GW4),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_032,77.83,17.06,groundwater spring,GW Transect Sample 2 (GW3),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_033,77.83,17.06,groundwater spring,GW Transect Sample 3 (Spring formed below where GW1 was),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_034,77.83,17.06,groundwater spring,GW Transect Sample 4,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_035,77.83,17.04,groundwater spring,GW Transect Sample 5,-9999.0,Norway,YDE21,PNNL_River_Sampling,21.2,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_036,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_037,77.84,17.07,stream,Vallåkrabreen Up Stream Station,-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_038,77.81,16.98,stream,Metabolites River Transect Sample 1 (outlet to fjord),-9999.0,Norway,YDE21,PNNL_River_Sampling,22.32,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_039,77.82,17.01,stream,Metabolites River Transect Sample 2 (outlet of canyon),-9999.0,Norway,YDE21,PNNL_River_Sampling,21.73,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_040,77.83,17.04,stream,Metabolites River Transect Sample 3 (within canyon area),-9999.0,Norway,YDE21,PNNL_River_Sampling,21.2,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_041,77.83,17.05,stream,Metabolites River Transect Sample 4 (bulk station),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.97,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_042,77.83,17.06,stream,Metabolites River Transect Sample 5 (after groundwater section),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_043,77.83,17.06,stream,Metabolites River Transect Sample 6 (after Lognbreen river),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.74,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
YDE21_044,77.84,17.07,stream,Metabolites River Transect Sample 7 (VLR US station),-9999.0,Norway,YDE21,PNNL_River_Sampling,20.75,iscgemsup777820,5.39,10.0,Shallow,1971.0,"71 km SE of Longyearbyen, Svalbard and Jan Mayen",Very Close (<100 km)
